0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
30450522,2,,docetaxel,COMPOUND,,Breast=ORGAN; Cells=CELL; ,,cell death,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,cause,"Dexamethasone, doxorubicin, or docetaxel administered separately in their effective concentration suppressed cell motility (in 16 h) and caused cell death (in 48 h).",Directed Link,Positive Cause
30450522,2,,docetaxel,COMPOUND,,Breast=ORGAN; Cells=CELL; ,,cell motility,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,"Dexamethasone, doxorubicin, or docetaxel administered separately in their effective concentration suppressed cell motility (in 16 h) and caused cell death (in 48 h).",Directed Link,Negative Cause
30450530,0,,GGNBP2,GENE,,Finger=ORGAN; ,,triple-negative breast cancer aggressiveness,PHENOTYPE,,POSITIVE,ACTIVE,suppress,GGNBP2 suppresses triple-negative breast cancer aggressiveness through inhibition of IL-6/STAT3 signaling activation.,Directed Link,Negative Cause
30450530,0,inhibition of,IL-6/STAT3 signaling,MOLECULAR FUNCTION,activation,Finger=ORGAN; ,,triple-negative breast cancer aggressiveness,PHENOTYPE,,POSITIVE,ACTIVE,suppress,GGNBP2 suppresses triple-negative breast cancer aggressiveness through inhibition of IL-6/STAT3 signaling activation.,Directed Link,Negative Decrease
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,cell proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Negative Cause
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Negative Cause
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Negative Cause
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,cancer stem cell subpopulation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,reduce,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Negative Cause
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,cell apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Positive Cause
30450530,10,,GGNBP2 ,GENE,,Finger=ORGAN; ,,tumor growth,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Furthermore, experimental overexpression of GGNBP2 in MDA-MB-231 and Cal51 cells suppresses cell proliferation, migration and invasion, reduces the cancer stem cell subpopulation, and promotes cell apoptosis in vitro as well as inhibits tumor growth in vivo.",Directed Link,Negative Cause
30450530,11,,GGNBP2 ,GENE,,Finger=ORGAN; ,,IL-6/STAT3 signaling,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,decrease,"In these cell models, overexpression of GGNBP2 decreases the activation of IL-6/STAT3 signaling.",Directed Link,Negative Cause
30450530,12,,GGNBP2 ,GENE,,Finger=ORGAN; ,,cancer aggressiveness,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,Our data demonstrate that GGNBP2 suppresses cancer aggressiveness by inhibition of IL-6/STAT3 activation in TNBC.,Directed Link,Negative Cause
30450530,12,,GGNBP2 ,GENE,,Finger=ORGAN; ,,IL-6/STAT3 ,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,inhibit,Our data demonstrate that GGNBP2 suppresses cancer aggressiveness by inhibition of IL-6/STAT3 activation in TNBC.,Directed Link,Negative Cause
30450530,12,inhibition,IL-6/STAT3 ,MOLECULAR FUNCTION,,Finger=ORGAN; ,,cancer aggressiveness,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,suppress,Our data demonstrate that GGNBP2 suppresses cancer aggressiveness by inhibition of IL-6/STAT3 activation in TNBC.,Directed Link,Negative Decrease
30450569,0,,STXBP5-AS1 ,RNA,,NA;,,cell proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Cause
30450569,0,,STXBP5-AS1 ,RNA,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Cause
30450569,0,,STXBP5-AS1 ,RNA,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Cause
30450569,0,,STXBP5-AS1 ,RNA,,NA;,,PI3K/AKT,ENZYME,,POSITIVE,ACTIVE,prevent,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Cause
30450569,0,preventing,PI3K/AKT,ENZYME,,NA;,,cell proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Decrease
30450569,0,preventing,PI3K/AKT,ENZYME,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Decrease
30450569,0,preventing,PI3K/AKT,ENZYME,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Long noncoding RNA STXBP5-AS1 inhibits cell proliferation, migration, and invasion via preventing the PI3K/AKT against STXBP5 expression in non-small-cell lung carcinoma.",Directed Link,Negative Decrease
30450569,4,upregulation,STXBP5-AS1 ,GENE,,NA;,,proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,repress,"Moreover, CCK-8, scratch wound healing and transwell assay suggested that upregulation of STXBP5-AS1 repressed the proliferation, migration, and invasion in A549, NCI-H292, and NCI-H460 cells.",Directed Link,Positive Decrease
30450569,4,upregulation,STXBP5-AS1 ,GENE,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,repress,"Moreover, CCK-8, scratch wound healing and transwell assay suggested that upregulation of STXBP5-AS1 repressed the proliferation, migration, and invasion in A549, NCI-H292, and NCI-H460 cells.",Directed Link,Positive Decrease
30450569,4,upregulation,STXBP5-AS1 ,GENE,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,repress,"Moreover, CCK-8, scratch wound healing and transwell assay suggested that upregulation of STXBP5-AS1 repressed the proliferation, migration, and invasion in A549, NCI-H292, and NCI-H460 cells.",Directed Link,Positive Decrease
30450569,8,knockdown of ,STXBP5-AS1 ,GENE,,NA;,,p-AKT1,PROTEIN,,POSITIVE,ACTIVE,rescue,"Subsequently, LY294002, as the phosphatidylinositol 3 kinase/protein kinase B (PI3K/AKT) pathway inhibitor, was used to further confirm the regulatory mechanism of STXBP5-AS1, which showed that knockdown of STXBP5-AS1 could rescue the expression of STXBP5 and p-AKT1 protein expression levels in A549 cells.",Directed Link,Negative Increase
30450569,9,,STXBP5-AS1,GENE,,NA;,,cell proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Cause
30450569,9,,STXBP5-AS1,GENE,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Cause
30450569,9,,STXBP5-AS1,GENE,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Cause
30450569,9,,STXBP5-AS1,GENE,,NA;,,PI3K/AKT,ENZYME,,POSITIVE,ACTIVE,prevent,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Cause
30450569,9,preventing,PI3K/AKT,ENZYME,,NA;,,cell proliferation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Decrease
30450569,9,preventing,PI3K/AKT,ENZYME,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Decrease
30450569,9,preventing,PI3K/AKT,ENZYME,,NA;,,invasion,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Taken together, our results suggested that STXBP5-AS1, as a tumor suppressor, inhibits cell proliferation, migration, and invasion by preventing the PI3K/AKT against STXBP5 expression in NSCLC.",Directed Link,Negative Decrease
30450577,0,,cytoglobin,GENE,,human epidermal growth factor receptor 2=GENE; ,aryl hydrocarbon receptor ligand-mediated,triple negative breast cancer cell death,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,Putative tumor suppressor cytoglobin promotes aryl hydrocarbon receptor ligand-mediated triple negative breast cancer cell death.,Directed Link,Positive Cause
30450577,4,,2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,growth of breast cancer cells,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Previous reports show that aryl hydrocarbon receptor (AhR) partial agonist 2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole (5F 203) selectively inhibits the growth of breast cancer cells, including those of the TNBC subtype.",Directed Link,Negative Cause
30450577,4,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,growth of breast cancer cells,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Previous reports show that aryl hydrocarbon receptor (AhR) partial agonist 2-(4-amino-3-methylphenyl)-5-fluorobenzothiazole (5F 203) selectively inhibits the growth of breast cancer cells, including those of the TNBC subtype.",Directed Link,Negative Cause
30450577,5,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,cytoglobin,GENE,,POSITIVE,ACTIVE,induce,We previously demonstrated that 5F 203 induced the expression of putative tumor suppressor gene cytoglobin (CYGB) in breast cancer cells.,Directed Link,Positive Cause
30450577,5,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,CYGB,GENE,,POSITIVE,ACTIVE,induce,We previously demonstrated that 5F 203 induced the expression of putative tumor suppressor gene cytoglobin (CYGB) in breast cancer cells.,Directed Link,Positive Cause
30450577,6,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"In the current study, we determined that 5F 203 induces apoptosis and caspase-3 activation in MDA-MB-468 TNBC cells and in T47D ER+ PR + Her2 - breast cancer cells.",Directed Link,Positive Cause
30450577,6,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,caspase-3 activation,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"In the current study, we determined that 5F 203 induces apoptosis and caspase-3 activation in MDA-MB-468 TNBC cells and in T47D ER+ PR + Her2 - breast cancer cells.",Directed Link,Positive Cause
30450577,7,,caspases,ENZYME,,human epidermal growth factor receptor 2=GENE; ,5F 203-mediated,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,We also show that caspases and CYGB promote 5F 203-mediated apoptosis in MDA-MB-468 cells.,Directed Link,Positive Cause
30450577,7,,CYGB,GENE,,human epidermal growth factor receptor 2=GENE; ,5F 203-mediated,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,We also show that caspases and CYGB promote 5F 203-mediated apoptosis in MDA-MB-468 cells.,Directed Link,Positive Cause
30450577,8,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,lysosomal membrane permeabilization,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,5F 203 induced lysosomal membrane permeabilization (LMP) and cathepsin B release in MDA-MB-468 and T47D cells.,Directed Link,Positive Cause
30450577,8,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,LMP,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,5F 203 induced lysosomal membrane permeabilization (LMP) and cathepsin B release in MDA-MB-468 and T47D cells.,Directed Link,Positive Cause
30450577,8,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,cathepsin B release,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,5F 203 induced lysosomal membrane permeabilization (LMP) and cathepsin B release in MDA-MB-468 and T47D cells.,Directed Link,Positive Cause
30450577,10,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,CYGB protein expression,PROTEIN,,POSITIVE,ACTIVE,induce,"Moreover, 5F 203 induced CYGB protein expression, proapoptotic protein expression, and caspase-3 cleavage in MDA-MB-468 cells and in MDA-MB-468 xenograft tumors grown orthotopically in athymic mice.",Directed Link,Positive Cause
30450577,10,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,proapoptotic protein expression,PROTEIN,,POSITIVE,ACTIVE,induce,"Moreover, 5F 203 induced CYGB protein expression, proapoptotic protein expression, and caspase-3 cleavage in MDA-MB-468 cells and in MDA-MB-468 xenograft tumors grown orthotopically in athymic mice.",Directed Link,Positive Cause
30450577,10,,5F 203,COMPOUND,,human epidermal growth factor receptor 2=GENE; ,,caspase-3 cleavage,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Moreover, 5F 203 induced CYGB protein expression, proapoptotic protein expression, and caspase-3 cleavage in MDA-MB-468 cells and in MDA-MB-468 xenograft tumors grown orthotopically in athymic mice.",Directed Link,Positive Cause
30450602,0,,IGFBP7,GENE,,NA;,sepsis-induced ,acute kidney injury,PHENOTYPE,,POSITIVE,ACTIVE,regulate,IGFBP7 regulates sepsis-induced acute kidney injury through ERK1/2 signaling.,Directed Link,Directed Link
30450602,0,,ERK1/2 signaling,MOLECULAR FUNCTION,,NA;,sepsis-induced ,acute kidney injury,PHENOTYPE,,POSITIVE,ACTIVE,regulate,IGFBP7 regulates sepsis-induced acute kidney injury through ERK1/2 signaling.,Directed Link,Directed Link
30450602,1,,IGFBP7,GENE,,NA;,,acute kidney injury,PHENOTYPE,,POSITIVE,ACTIVE,identify,IGFBP7 as an early biomarker has been used to identify patients at risk of developing acute kidney injury (AKI).,Directed Link,Directed Link
30450602,1,,IGFBP7,GENE,,NA;,,AKI,PHENOTYPE,,POSITIVE,ACTIVE,identify,IGFBP7 as an early biomarker has been used to identify patients at risk of developing acute kidney injury (AKI).,Directed Link,Directed Link
30450602,5,,LPS,COMPOUND,,NA;,,cell cycle arrest,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,,LPS,COMPOUND,,NA;,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,,LPS,COMPOUND,,NA;,,Cyclin D1,PROTEIN,,POSITIVE,ACTIVE,activate,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,,LPS,COMPOUND,,NA;,,P21,PROTEIN,,POSITIVE,ACTIVE,activate,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,,LPS,COMPOUND,,NA;,,Bax,PROTEIN,,POSITIVE,ACTIVE,activate,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,,LPS,COMPOUND,,NA;,,Bcl-2,PROTEIN,,POSITIVE,ACTIVE,activate,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Positive Cause
30450602,5,knockdown,IGFBP7,GENE,,NA;,,Cyclin D1,PROTEIN,,POSITIVE,ACTIVE,inhibit,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Negative Decrease
30450602,5,knockdown,IGFBP7,GENE,,NA;,,P21,PROTEIN,,POSITIVE,ACTIVE,inhibit,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Negative Decrease
30450602,5,knockdown,IGFBP7,GENE,,NA;,,Bax,PROTEIN,,POSITIVE,ACTIVE,inhibit,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Negative Decrease
30450602,5,knockdown,IGFBP7,GENE,,NA;,,Bcl-2,PROTEIN,,POSITIVE,ACTIVE,inhibit,"HK-2 cells with LPS induction showed cell cycle arrest at G1-G0 phases and cell apoptosis and activated ERK1/2 parallel with the changes in the proteins belonging to the ERK1/2 pathway, including Cyclin D1, P21, Bax, and Bcl-2, which were inhibited by the IGFBP7 knockdown.",Directed Link,Negative Decrease
30450602,6,,IGFBP7,GENE,overexpression ,NA;,,apoptosis of HK-2 cells,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Moreover, IGFBP7 overexpression significantly induced cell cycle arrest at G1-G0 phases and cell apoptosis of HK-2 cells, which were inhibited by PD98509, an ERK1/2 signaling inhibitor.",Directed Link,Positive Increase
30450602,6,,IGFBP7,GENE,overexpression ,NA;,,cell cycle arrest,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Moreover, IGFBP7 overexpression significantly induced cell cycle arrest at G1-G0 phases and cell apoptosis of HK-2 cells, which were inhibited by PD98509, an ERK1/2 signaling inhibitor.",Directed Link,Positive Increase
30450602,6,,PD98509,COMPOUND,,NA;,,apoptosis of HK-2 cells,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Moreover, IGFBP7 overexpression significantly induced cell cycle arrest at G1-G0 phases and cell apoptosis of HK-2 cells, which were inhibited by PD98509, an ERK1/2 signaling inhibitor.",Directed Link,Negative Cause
30450602,6,,PD98509,COMPOUND,,NA;,,cell cycle arrest,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,inhibit,"Moreover, IGFBP7 overexpression significantly induced cell cycle arrest at G1-G0 phases and cell apoptosis of HK-2 cells, which were inhibited by PD98509, an ERK1/2 signaling inhibitor.",Directed Link,Negative Cause
30450602,8,,IGFBP7,GENE,,NA;,sepsis-induced ,AKI,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Taken together, our findings indicate that IGFBP7 regulates sepsis-induced AKI through ERK1/2 signaling.",Directed Link,Directed Link
30450602,8,,ERK1/2 signaling,MOLECULAR FUNCTION,,NA;,sepsis-induced ,AKI,PHENOTYPE,,POSITIVE,ACTIVE,regulate,"Taken together, our findings indicate that IGFBP7 regulates sepsis-induced AKI through ERK1/2 signaling.",Directed Link,Directed Link
30450624,1,,Re-epithelialisation,BIOLOGICAL PROCESS,,NA;,,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,involve,"Re-epithelialisation is a complex process that involves the migration and proliferation of keratinocytes, as well as the production of cytokines and growth factors that affect wound healing.",Directed Link,Directed Link
30450624,1,,Re-epithelialisation,BIOLOGICAL PROCESS,,NA;,,proliferation of keratinocytes,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,involve,"Re-epithelialisation is a complex process that involves the migration and proliferation of keratinocytes, as well as the production of cytokines and growth factors that affect wound healing.",Directed Link,Directed Link
30450624,1,,Re-epithelialisation,BIOLOGICAL PROCESS,,NA;,,production of cytokines and growth factors,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,involve,"Re-epithelialisation is a complex process that involves the migration and proliferation of keratinocytes, as well as the production of cytokines and growth factors that affect wound healing.",Directed Link,Directed Link
30450624,6,,FoxO,PROTEIN,,NA;,,migration of keratinocytes,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,"On the one hand, FoxO transcription factors promote the migration of keratinocytes through up-regulating the expression of transforming growth factor-beta and protecting keratinocytes from oxidative stress.",Directed Link,Positive Cause
30450663,1,,Myocardial ischemia-reperfusion injury,PHENOTYPE,,NA;,,ardiovascular disease,PHENOTYPE,,POSITIVE,ACTIVE,cause,"Myocardial ischemia-reperfusion injury (MIRI) is a major cause of cardiovascular disease, leading to mortality and disability associated with coronary occlusion worldwide.",Directed Link,Positive Cause
30450663,1,,MIRI,PHENOTYPE,,NA;,,ardiovascular disease,PHENOTYPE,,POSITIVE,ACTIVE,cause,"Myocardial ischemia-reperfusion injury (MIRI) is a major cause of cardiovascular disease, leading to mortality and disability associated with coronary occlusion worldwide.",Directed Link,Positive Cause
30450663,7,,MIRI,PHENOTYPE,,NA;,,RNF182,GENE,,POSITIVE,ACTIVE,upregulate,"First, RNF182 was upregulated in MIRI.",Directed Link,Positive Cause
30450663,9,silencing,RNF182,GENE,,NA;,,myocardial infarct sizes,PHENOTYPE,,POSITIVE,ACTIVE,reduce,"In addition, both reduced myocardial infarct sizes and apoptosis of myocardial cells were observed after silencing RNF182.",Directed Link,Negative Decrease
30450663,9,silencing,RNF182,GENE,,NA;,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,reduce,"In addition, both reduced myocardial infarct sizes and apoptosis of myocardial cells were observed after silencing RNF182.",Directed Link,Negative Decrease
30450663,10,silencing,RNF182,GENE,,NA;,Bcl 2-associated,X,PROTEIN,,POSITIVE,ACTIVE,downregulate,"Furthermore, silencing of the RNF182 was observed to downregulate Bcl 2-associated X and cysteine proteinase 3 but upregulate mTOR, ribosome protein subunit 6 kinase 1, eukaryotic elongation factor 2, and B-cell lymphoma-2.",Directed Link,Negative Decrease
30450663,10,silencing,RNF182,GENE,,NA;,,cysteine proteinase 3,ENZYME,,POSITIVE,ACTIVE,downregulate,"Furthermore, silencing of the RNF182 was observed to downregulate Bcl 2-associated X and cysteine proteinase 3 but upregulate mTOR, ribosome protein subunit 6 kinase 1, eukaryotic elongation factor 2, and B-cell lymphoma-2.",Directed Link,Negative Decrease
30450663,10,silencing,RNF182,GENE,,NA;,,mTOR,PROTEIN,,POSITIVE,ACTIVE,upregulate,"Furthermore, silencing of the RNF182 was observed to downregulate Bcl 2-associated X and cysteine proteinase 3 but upregulate mTOR, ribosome protein subunit 6 kinase 1, eukaryotic elongation factor 2, and B-cell lymphoma-2.",Directed Link,Negative Decrease
30450663,10,silencing,RNF182,GENE,,NA;,,ribosome protein subunit 6 kinase 1,ENZYME,,POSITIVE,ACTIVE,upregulate,"Furthermore, silencing of the RNF182 was observed to downregulate Bcl 2-associated X and cysteine proteinase 3 but upregulate mTOR, ribosome protein subunit 6 kinase 1, eukaryotic elongation factor 2, and B-cell lymphoma-2.",Directed Link,Negative Decrease
30450663,10,silencing,RNF182,GENE,,NA;,,eukaryotic elongation factor 2,PROTEIN,,POSITIVE,ACTIVE,upregulate,"Furthermore, silencing of the RNF182 was observed to downregulate Bcl 2-associated X and cysteine proteinase 3 but upregulate mTOR, ribosome protein subunit 6 kinase 1, eukaryotic elongation factor 2, and B-cell lymphoma-2.",Directed Link,Negative Decrease
30450663,11,,PITE,COMPOUND,,NA;,,RNF182,GENE,silencing,POSITIVE,ACTIVE,reverse,"Importantly, the effects of RNF182 silencing were reversed after PITE treatment.",Directed Link,Directed Link
30450663,12,,RNF182,GENE,silencing,NA;,,mTOR signaling pathway,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,activate,"In conclusion, our study demonstrates that RNF182 silencing can prevent ventricular remodeling in rats after MIRI by activating the mTOR signaling pathway.",Directed Link,Negative Increase
30450805,0,,Autotaxin/lysophosphatidic acid signaling ,COMPOUND,,NA;,,obesity-related cardiomyopathy,PHENOTYPE,,POSITIVE,ACTIVE,mediate,Autotaxin/lysophosphatidic acid signaling mediates obesity-related cardiomyopathy in mice and human subjects.,Directed Link,Directed Link
30450805,5,,PF-8380,COMPOUND,,NA;,high fat diet-induced,cardiac hypertrophy,PHENOTYPE,,POSITIVE,ACTIVE,attenuate,"Administration with autotaxin inhibitor, PF-8380 effectively attenuates high fat diet-induced cardiac hypertrophy, dysfunction and inflammatory response.",Directed Link,Negative Cause
